qidx,top_k,t_total_ms,t_encode_ms,t_search_ms,t_prompt_ms,t_llm_ms,num_docs
21,3,5369.323791004717,498.4870000043884,15.781915994011797,0.009542010957375169,4855.04533299536,3
22,3,1831.1502919968916,133.22333399264608,9.361415999592282,0.006667003617621958,1688.5588750010356,3
23,3,8410.468958012643,88.2383749994915,1.7305000073974952,0.013249999028630555,8320.486833006726,3
24,3,8103.2790830067825,766.5501669980586,26.725707997684367,0.03129200194962323,7309.97191600909,3
25,3,6494.471792000695,831.3830830011284,21.92258399736602,0.006541013135574758,5641.159583989065,3
26,3,3436.4199999981793,462.08391699474305,20.811916008824483,0.007416994776576757,2953.516749999835,3
27,3,1949.0745829971274,174.5688329974655,12.178332995972596,0.012500007869675756,1762.3149169958197,3
28,3,4526.86937499675,91.64216699718963,1.7170409992104396,0.014334000297822058,4433.495833000052,3
29,3,3148.8002910045907,477.7041659981478,19.85774999775458,0.0154590088641271,2651.222915999824,3
30,3,5352.750332996948,373.5847499920055,9.29158300277777,0.01287501072511077,4969.861124991439,3
31,3,6435.6748330028495,266.0802500031423,13.59391599544324,0.01591700129210949,6155.984750002972,3
32,3,3509.446666997974,446.80670800153166,9.41699999384582,0.004917004844173789,3053.218041997752,3
33,3,3070.4109159996733,236.9146249984624,10.664250003173947,0.015540994354523718,2822.8165000036824,3
34,3,3574.077166005736,110.12012499850243,1.4714580029249191,0.005750000127591193,3462.4798330041813,3
35,3,1508.9227910066256,114.22045801009517,28.15708299749531,0.01833400165196508,1366.5269159973832,3
36,3,2588.4219580038916,73.1028750014957,2.264916998683475,0.008666000212542713,2513.0455000035,3
37,3,1677.926333999494,92.97404199605808,1.236208001500927,0.0056249991757795215,1583.7104590027593,3
38,3,4314.832249991014,86.07949998986442,17.357415999867953,0.008834002073854208,4211.386499999207,3
39,3,2622.0577920030337,370.93175000336487,15.803917005541734,0.14183299208525568,2235.180292002042,3
40,3,2720.3032500110567,121.06195800879505,30.411375002586283,0.00812498910818249,2568.821792010567,3
41,3,3876.8213750008726,98.26904098736122,1.9824170012725517,0.016542006051167846,3776.5533750061877,3
42,3,4857.326458004536,195.90824999613687,11.090833009802736,0.07945799734443426,4650.247917001252,3
43,3,3098.405875003664,189.91533300140873,12.336458996287547,0.029291011742316186,2896.1247919942252,3
44,3,2093.3537909877487,97.88629099784885,1.4324169897008687,0.0064580090111121535,1994.0286249911878,3
45,3,4781.7681660089875,100.8621250075521,10.10208300431259,0.007749986252747476,4670.79620801087,3
46,3,3474.248875005287,517.8732920030598,18.526832995121367,0.010875010048039258,2937.837874997058,3
47,3,3226.8981660017744,358.12966601224616,9.979666996514425,0.0077500008046627045,2858.781082992209,3
48,3,1893.4382089937571,88.81091699004173,1.9590000010794029,0.0077500008046627045,1802.6605420018313,3
49,3,2100.801209002384,107.91229200549424,5.514457996468991,0.008709001122042537,1987.3657499992987,3
50,3,3003.514334006468,95.63854199950583,2.5400419981451705,0.017166006728075445,2905.3185840020888,3
51,3,4837.549082993064,159.01845799817238,16.358374996343628,0.00983300560619682,4662.162416992942,3
52,3,4083.551540999906,281.88083300483413,12.28850000188686,0.011249998351559043,3789.3709579948336,3
